"age_group","sex","punkt","mean_4ch","conf.low_4ch","conf.high_4ch","mean_2ch","conf.low_2ch","conf.high_2ch","mean_3ch","conf.low_3ch","conf.high_3ch"
"<40","Female",34,-9.75910825048224,-16.2534795417736,-3.26473695919089,-10.430713688971,-17.005643855673,-3.85578352226914,-9.6301192586406,-16.3984179190253,-2.86182059825591
"<40","Female",35,-7.82826180278267,-13.8873431535843,-1.76918045198109,-8.45533602320394,-14.6929837749692,-2.21768827143872,-7.74769605106583,-14.0160882203916,-1.47930388174005
"<40","Female",36,-6.4542768786922,-11.6658039735471,-1.24274978383732,-6.96015363019428,-12.5472678363279,-1.37303942406062,-6.42948199137238,-11.8596105635039,-0.99935341924087
"<40","Female",37,-5.57908755075964,-9.89467043327805,-1.26350466824122,-5.92921330387715,-10.7481321513844,-1.11029445636987,-5.60499314927087,-10.1339082225072,-1.07607807603453
"<40","Female",38,-5.06097536746837,-8.64039571211847,-1.48155502281827,-5.25632405604966,-9.34026048464099,-1.17238762745834,-5.12205361129505,-8.88401706952034,-1.36009015306976
"<40","Female",39,-4.77003560184165,-7.82924964884373,-1.71082155483956,-4.82369415088082,-8.32837822669061,-1.31901007507102,-4.85264064097721,-8.08491921087727,-1.62036207107715
"<40","Female",40,-4.60944178228035,-7.34689528598451,-1.87198827857618,-4.53397065751663,-7.64408064014807,-1.42386067488519,-4.69144584416126,-7.60365159795683,-1.77924009036569
"<40","Female",41,-4.50964695682126,-7.06817108323565,-1.95112283040688,-4.33454889676786,-7.20313048886617,-1.46596730466955,-4.58432008445333,-7.32687149615881,-1.84176867274786
"<40","Female",42,-4.44018202707388,-6.90642846067231,-1.97393559347546,-4.19881497798345,-6.92851199321759,-1.46911796274932,-4.49916545228561,-7.15044642330365,-1.84788448126758
"<40","Female",43,-4.38694475612192,-6.80364274174964,-1.97024677049421,-4.10458160729867,-6.75202945233277,-1.45713376226457,-4.43016107591393,-7.02193803556612,-1.83838411626173
"<40","Female",44,-4.34428899643612,-6.7220359224585,-1.96654207041374,-4.03495366107572,-6.63146487731051,-1.43844244484092,-4.36577354405353,-6.91260619718821,-1.81894089091885
"<40","Female",45,-4.30768107098277,-6.65348561342666,-1.96187652853888,-3.97756051237097,-6.53497256098419,-1.42014846375774,-4.30689621304339,-6.81865687191201,-1.79513555417477
"<40","Female",46,-4.26983648289251,-6.58279782840936,-1.95687513737566,-3.92582988041017,-6.44048250693649,-1.41117725388384,-4.24699088280238,-6.7229487037847,-1.77103306182005
"<40","Female",47,-4.2280127402885,-6.5152192770095,-1.94080620356751,-3.87488596045455,-6.35114684449446,-1.39862507641464,-4.18396874397983,-6.62369647889816,-1.74424100906151
"<40","Female",48,-4.17838515954631,-6.45518789400236,-1.90158242509026,-3.81937749505693,-6.26782988121107,-1.37092510890279,-4.11968164924331,-6.52459584432992,-1.7147674541567
"<40","Female",49,-4.1166674214629,-6.40607084068015,-1.82726400224564,-3.75282767190643,-6.18991910179902,-1.31573624201385,-4.04979648528447,-6.42717099019931,-1.67242198036963
"<40","Female",50,-4.03362404520585,-6.3653114045561,-1.7019366858556,-3.66406214662949,-6.10961780495952,-1.21850648829947,-3.96715935647129,-6.34043647071548,-1.5938822422271
"<40","Female",51,-3.91443039712155,-6.32629211523819,-1.50256867900491,-3.53654679038848,-6.01995070002972,-1.05314288074724,-3.84984214588005,-6.25820124399317,-1.44148304776692
"<40","Female",52,-3.73471373688306,-6.2573707412893,-1.21205673247681,-3.34424502792132,-5.91745226167096,-0.771037794171683,-3.67184743516323,-6.16639081853802,-1.17730405178845
"<40","Female",53,-3.4628078398931,-6.13646015281,-0.789155526976208,-3.05922341062672,-5.78055060813262,-0.33789621312082,-3.40002919227699,-6.030486869997,-0.769571514556973
"<40","Female",54,-3.06676414255191,-5.90995087682196,-0.223577408281854,-2.65135706921988,-5.52834328244036,0.225629144000594,-3.00870809877122,-5.78375677025908,-0.233659427283371
"<40","Female",55,-2.51685887683302,-5.45611324748065,0.422395493814602,-2.09906986588314,-5.02361096401513,0.825471232248844,-2.47879549246521,-5.32757299080656,0.369982005876145
